0.001,100,0.10439167962663129,0.012028187993777683,0.00867810000976796
0.005,100,0.4322572670802501,0.0457331997080207,0.029834113231821877
0.01,100,0.6951206934840982,0.06860855418114017,0.03878003956381317
0.05,100,1.089969183119605,0.1120068686565905,0.017997804355817975
0.1,100,1.0964316878594287,0.12436207434991411,0.0056576411654314755
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921498
1,100,1.096460811392405,0.12861723232337582,0.0014024838965557196
5,100,1.8353846246276534e+72,-1.857234780657226e+87,-1.8572347806572265e+87
10,100,1.3612296939457728e+105,-1.30612065718596e+120,-1.30612065718596e+120
1.3,100,1.096461195548688,-409308538.50887036,-409308538.6360852
